Length,Date,Diameter,Degree,Thickness,Criteria,Original Thickness,Thickness_Difference
18,01/01/2022,20,96,3.0260199335668814,Pass,6,2.973980066433118
36,01/01/2025,20,97,0.0497751755896969,Fail,6,5.950224824410303
16,01/01/2022,20,353,3.761045784022701,Pass,6,2.238954215977299
18,01/01/2023,20,220,2.293586424364816,Warn,6,3.706413575635184
31,01/01/2024,20,19,1.2916107244139106,Warn,6,4.708389275586089
27,01/01/2025,20,20,0.084769943174777,Fail,6,5.915230056825223
32,01/01/2024,20,67,1.528803824899275,Warn,6,4.471196175100725
1,01/01/2021,20,319,4.38282179937965,Pass,6,1.6171782006203497
7,01/01/2023,20,53,2.5084553621499595,Pass,6,3.4915446378500405
38,01/01/2022,20,130,3.3742481452568374,Pass,6,2.625751854743162
16,01/01/2022,20,271,3.37145869575261,Pass,6,2.62854130424739
39,01/01/2024,20,182,1.4110181170148677,Warn,6,4.5889818829851325
3,01/01/2020,20,61,5.179440540487541,Pass,6,0.8205594595124586
30,01/01/2020,20,48,5.650959044451168,Pass,6,0.3490409555488316
34,01/01/2024,20,358,1.7863525350313436,Warn,6,4.213647464968656
1,01/01/2022,20,90,3.292625482751385,Pass,6,2.707374517248615
8,01/01/2025,20,233,0.1800212673028953,Fail,6,5.819978732697105
15,01/01/2023,20,266,2.2888819218282457,Warn,6,3.7111180781717534
49,01/01/2023,20,200,2.668361788704102,Pass,6,3.331638211295898
15,01/01/2022,20,255,3.971796014710459,Pass,6,2.028203985289541
1,01/01/2025,20,244,0.3474273146175646,Fail,6,5.652572685382435
2,01/01/2025,20,167,0.2007226274397533,Fail,6,5.799277372560247
4,01/01/2020,20,107,5.250261054738879,Pass,6,0.7497389452611207
16,01/01/2025,20,249,0.2072466204461021,Fail,6,5.792753379553898
3,01/01/2021,20,202,4.024772744186635,Pass,6,1.9752272558133648
18,01/01/2020,20,106,5.273565292618212,Pass,6,0.7264347073817881
25,01/01/2021,20,126,4.677568578872991,Pass,6,1.3224314211270087
23,01/01/2024,20,9,1.9598681452282447,Warn,6,4.040131854771755
15,01/01/2022,20,256,3.6359206978014456,Pass,6,2.3640793021985544
5,01/01/2020,20,275,5.067132446366619,Pass,6,0.9328675536333808
3,01/01/2025,20,142,0.6879188545698742,Fail,6,5.312081145430126
25,01/01/2024,20,25,1.9118017321364604,Warn,6,4.08819826786354
37,01/01/2020,20,323,5.393649506635352,Pass,6,0.6063504933646477
26,01/01/2024,20,161,1.6028030562583293,Warn,6,4.397196943741671
16,01/01/2024,20,154,1.5664152531803266,Warn,6,4.433584746819673
6,01/01/2024,20,201,1.556005338556267,Warn,6,4.443994661443733
36,01/01/2022,20,355,3.166537206196592,Pass,6,2.833462793803408
29,01/01/2021,20,183,4.560711118795162,Pass,6,1.4392888812048383
19,01/01/2024,20,230,1.4095356728794846,Warn,6,4.590464327120515
45,01/01/2024,20,168,1.095311554878041,Warn,6,4.904688445121959
3,01/01/2021,20,186,4.852616165688401,Pass,6,1.147383834311599
30,01/01/2022,20,130,3.304874093899773,Pass,6,2.695125906100227
35,01/01/2022,20,152,3.8100582354761103,Pass,6,2.1899417645238897
9,01/01/2021,20,5,4.921511081985076,Pass,6,1.0784889180149235
48,01/01/2020,20,20,5.74308027755694,Pass,6,0.2569197224430599
33,01/01/2022,20,153,3.4292822900648847,Pass,6,2.5707177099351157
10,01/01/2025,20,334,0.8144415377031589,Fail,6,5.185558462296841
38,01/01/2025,20,12,0.6605347091189682,Fail,6,5.339465290881032
19,01/01/2020,20,85,5.773594008986304,Pass,6,0.2264059910136957
47,01/01/2024,20,78,1.0632159147309457,Warn,6,4.936784085269054
48,01/01/2025,20,122,0.1042023321906508,Fail,6,5.895797667809349
10,01/01/2024,20,243,1.971308761130512,Warn,6,4.028691238869488
49,01/01/2025,20,232,0.3223118610098758,Fail,6,5.677688138990124
31,01/01/2021,20,208,4.291846269247937,Pass,6,1.708153730752063
16,01/01/2025,20,126,0.6391251673709766,Fail,6,5.360874832629023
27,01/01/2020,20,141,5.579988993139976,Pass,6,0.4200110068600242
39,01/01/2020,20,82,5.179409006222217,Pass,6,0.8205909937777829
13,01/01/2021,20,187,4.3931578434333804,Pass,6,1.6068421565666196
30,01/01/2025,20,100,0.9180194152718332,Fail,6,5.081980584728167
23,01/01/2021,20,242,4.613931661412833,Pass,6,1.386068338587167
17,01/01/2020,20,1,5.350399889687004,Pass,6,0.6496001103129965
28,01/01/2020,20,161,5.852005210206199,Pass,6,0.1479947897938007
16,01/01/2024,20,355,1.6657529413609842,Warn,6,4.334247058639016
48,01/01/2022,20,39,3.8613454982175055,Pass,6,2.1386545017824945
22,01/01/2025,20,345,0.1759171240976469,Fail,6,5.824082875902353
23,01/01/2022,20,24,3.2504949610166705,Pass,6,2.749505038983329
39,01/01/2023,20,284,2.6556128668581547,Pass,6,3.3443871331418453
30,01/01/2024,20,152,1.9810283690673332,Warn,6,4.018971630932667
22,01/01/2023,20,71,2.805965778800325,Pass,6,3.194034221199675
29,01/01/2025,20,128,0.3386049560949953,Fail,6,5.661395043905005
25,01/01/2025,20,177,0.3253695369174494,Fail,6,5.674630463082551
5,01/01/2023,20,284,2.393015572905533,Warn,6,3.606984427094467
37,01/01/2020,20,55,5.364651426922586,Pass,6,0.6353485730774144
30,01/01/2024,20,78,1.6067344970677595,Warn,6,4.39326550293224
37,01/01/2021,20,63,4.3795105581200335,Pass,6,1.6204894418799665
40,01/01/2025,20,231,0.478203732471786,Fail,6,5.521796267528214
22,01/01/2025,20,133,0.322543701538132,Fail,6,5.677456298461868
30,01/01/2023,20,30,2.0396314108462485,Warn,6,3.960368589153752
19,01/01/2024,20,143,1.530930330733221,Warn,6,4.469069669266779
27,01/01/2021,20,96,4.098411659188694,Pass,6,1.9015883408113057
9,01/01/2022,20,218,3.3993989442721944,Pass,6,2.6006010557278056
33,01/01/2022,20,186,3.457306516755644,Pass,6,2.5426934832443564
24,01/01/2020,20,351,5.111464922654469,Pass,6,0.8885350773455309
29,01/01/2021,20,92,4.778673122864385,Pass,6,1.2213268771356152
14,01/01/2020,20,190,5.553547875718545,Pass,6,0.4464521242814552
14,01/01/2022,20,255,3.4632195500309733,Pass,6,2.5367804499690267
32,01/01/2025,20,100,0.5933944214550015,Fail,6,5.406605578544999
5,01/01/2023,20,269,2.625846218553428,Pass,6,3.374153781446572
43,01/01/2023,20,156,2.586599154840351,Pass,6,3.413400845159649
28,01/01/2025,20,263,0.4354302520029405,Fail,6,5.56456974799706
19,01/01/2025,20,233,0.8058926992910198,Fail,6,5.19410730070898
24,01/01/2023,20,106,2.230240406785432,Warn,6,3.769759593214568
14,01/01/2023,20,345,2.4579343753127647,Warn,6,3.5420656246872357
8,01/01/2021,20,210,4.225501583914184,Pass,6,1.774498416085816
36,01/01/2020,20,46,5.7392356314196284,Pass,6,0.2607643685803715
34,01/01/2022,20,130,3.45894402854643,Pass,6,2.54105597145357
42,01/01/2022,20,288,3.981638474590132,Pass,6,2.018361525409868
18,01/01/2022,20,307,3.689981467046376,Pass,6,2.310018532953624
2,01/01/2021,20,318,4.128854301372332,Pass,6,1.871145698627668
49,01/01/2025,20,130,0.004033315775346,Fail,6,5.995966684224654
0,01/01/2021,20,74,4.962827563533487,Pass,6,1.0371724364665127
9,01/01/2020,20,154,5.460801899752122,Pass,6,0.5391981002478783
14,01/01/2020,20,1,5.375396879761642,Pass,6,0.6246031202383584
17,01/01/2025,20,244,0.790847085497492,Fail,6,5.209152914502508
37,01/01/2021,20,280,4.901806184480147,Pass,6,1.0981938155198527
41,01/01/2023,20,149,2.2325137333933966,Warn,6,3.7674862666066034
10,01/01/2022,20,116,3.266988088411839,Pass,6,2.733011911588161
31,01/01/2020,20,108,5.384596582015715,Pass,6,0.6154034179842851
24,01/01/2025,20,334,0.7742975110395847,Fail,6,5.225702488960415
44,01/01/2022,20,16,3.668139502619952,Pass,6,2.331860497380048
31,01/01/2023,20,58,2.884290438754955,Pass,6,3.115709561245045
1,01/01/2023,20,117,2.147776487303056,Warn,6,3.852223512696944
7,01/01/2021,20,150,4.415648244236687,Pass,6,1.584351755763313
22,01/01/2022,20,259,3.0435961066583843,Pass,6,2.956403893341616
5,01/01/2020,20,269,5.625846218553428,Pass,6,0.3741537814465721
24,01/01/2024,20,306,1.9752305193279271,Warn,6,4.024769480672073
10,01/01/2020,20,352,5.424361030628602,Pass,6,0.5756389693713979
47,01/01/2020,20,303,5.343676413258196,Pass,6,0.656323586741804
28,01/01/2024,20,80,1.54868182314946,Warn,6,4.45131817685054
1,01/01/2020,20,352,5.055260516720991,Pass,6,0.944739483279009
30,01/01/2023,20,153,2.9520009344593605,Pass,6,3.0479990655406395
46,01/01/2025,20,120,0.826860083941618,Fail,6,5.173139916058382
11,01/01/2022,20,251,3.125704005039813,Pass,6,2.874295994960187
44,01/01/2025,20,5,0.3839900588980685,Fail,6,5.616009941101932
7,01/01/2025,20,251,0.2130060132340077,Fail,6,5.786993986765992
19,01/01/2023,20,75,2.759029495412639,Pass,6,3.240970504587361
40,01/01/2021,20,319,4.928145232630085,Pass,6,1.0718547673699153
24,01/01/2025,20,126,0.4468218118031899,Fail,6,5.55317818819681
1,01/01/2020,20,282,5.4787828196136354,Pass,6,0.5212171803863646
21,01/01/2024,20,37,1.8021756346103104,Warn,6,4.19782436538969
34,01/01/2023,20,121,2.48796967221622,Warn,6,3.51203032778378
38,01/01/2022,20,326,3.466422129085712,Pass,6,2.5335778709142884
45,01/01/2023,20,86,2.275893679559177,Warn,6,3.724106320440823
37,01/01/2024,20,56,1.6037874461092994,Warn,6,4.396212553890701
18,01/01/2023,20,116,2.01298889889363,Warn,6,3.98701110110637
37,01/01/2025,20,269,0.9098710440066408,Fail,6,5.090128955993359
16,01/01/2025,20,311,0.9401699407591008,Fail,6,5.059830059240899
44,01/01/2025,20,215,0.4412521507063474,Fail,6,5.558747849293653
32,01/01/2020,20,83,5.055529207165201,Pass,6,0.9444707928347986
23,01/01/2021,20,301,4.695638536817172,Pass,6,1.3043614631828282
21,01/01/2024,20,86,1.3651079236090178,Warn,6,4.634892076390982
6,01/01/2021,20,110,4.33663561324556,Pass,6,1.6633643867544396
2,01/01/2024,20,328,1.8772432533607404,Warn,6,4.12275674663926
35,01/01/2020,20,292,5.458641787432362,Pass,6,0.5413582125676379
8,01/01/2025,20,53,0.7864130558049753,Fail,6,5.213586944195025
5,01/01/2020,20,21,5.083549858696659,Pass,6,0.9164501413033408
36,01/01/2025,20,50,0.8260014885321079,Fail,6,5.173998511467892
10,01/01/2023,20,141,2.723714596356565,Pass,6,3.276285403643435
46,01/01/2025,20,15,0.0243071956291149,Fail,6,5.975692804370885
13,01/01/2023,20,197,2.5100774829016013,Pass,6,3.4899225170983987
3,01/01/2022,20,130,3.679216801993803,Pass,6,2.320783198006197
7,01/01/2023,20,64,2.7727262472646075,Pass,6,3.2272737527353925
23,01/01/2024,20,104,1.6565183446224925,Warn,6,4.343481655377508
32,01/01/2024,20,0,1.4212255502805498,Warn,6,4.57877444971945
33,01/01/2020,20,182,5.758690121437374,Pass,6,0.2413098785626264
49,01/01/2023,20,207,2.813111139675712,Pass,6,3.186888860324288
19,01/01/2024,20,337,1.6991264533548698,Warn,6,4.30087354664513
28,01/01/2022,20,340,3.364977778613347,Pass,6,2.635022221386653
44,01/01/2024,20,142,1.183704771856689,Warn,6,4.816295228143311
49,01/01/2024,20,1,1.8762146521922345,Warn,6,4.1237853478077655
33,01/01/2023,20,333,2.298526709546958,Warn,6,3.701473290453042
2,01/01/2021,20,252,4.182994884479074,Pass,6,1.817005115520926
40,01/01/2024,20,75,1.4467537743496433,Warn,6,4.553246225650357
37,01/01/2023,20,66,2.949549591389813,Pass,6,3.050450408610187
26,01/01/2020,20,219,5.231335441488113,Pass,6,0.7686645585118868
25,01/01/2025,20,30,0.9233611853601528,Fail,6,5.076638814639847
24,01/01/2025,20,320,0.9462901635213772,Fail,6,5.053709836478623
42,01/01/2020,20,254,5.665509858836818,Pass,6,0.3344901411631822
3,01/01/2023,20,125,2.980465618126406,Pass,6,3.0195343818735934
47,01/01/2022,20,338,3.8137701683358,Pass,6,2.1862298316642
19,01/01/2025,20,39,0.671169086749754,Fail,6,5.328830913250246
37,01/01/2021,20,238,4.797142436836138,Pass,6,1.202857563163862
4,01/01/2022,20,33,3.816310046347184,Pass,6,2.1836899536528165
25,01/01/2024,20,81,1.502993422099414,Warn,6,4.497006577900586
9,01/01/2022,20,4,3.957131488939919,Pass,6,2.042868511060081
48,01/01/2021,20,251,4.339902416408542,Pass,6,1.6600975835914582
34,01/01/2022,20,247,3.953682108886976,Pass,6,2.0463178911130244
41,01/01/2021,20,270,4.948818683085394,Pass,6,1.0511813169146065
25,01/01/2020,20,40,5.186288740471531,Pass,6,0.8137112595284686
11,01/01/2024,20,274,1.3020678436468591,Warn,6,4.697932156353141
39,01/01/2022,20,114,3.425111471918946,Pass,6,2.574888528081054
31,01/01/2024,20,130,1.3616038834711943,Warn,6,4.6383961165288055
31,01/01/2021,20,108,4.384596582015715,Pass,6,1.615403417984285
12,01/01/2024,20,0,1.3679236535893722,Warn,6,4.632076346410628
23,01/01/2023,20,89,2.284125484044102,Warn,6,3.715874515955898
35,01/01/2023,20,150,2.4330553770762897,Warn,6,3.5669446229237103
38,01/01/2020,20,67,5.498549039631787,Pass,6,0.5014509603682127
25,01/01/2023,20,217,2.337317833470806,Warn,6,3.662682166529194
45,01/01/2024,20,211,1.2072049558565645,Warn,6,4.792795044143436
30,01/01/2025,20,170,0.4040054760185896,Fail,6,5.59599452398141
43,01/01/2022,20,19,3.327564279990911,Pass,6,2.672435720009089
48,01/01/2020,20,201,5.613141744451258,Pass,6,0.3868582555487423
35,01/01/2025,20,173,0.3506775451395443,Fail,6,5.649322454860456
25,01/01/2023,20,312,2.9894526276355498,Pass,6,3.0105473723644502
44,01/01/2020,20,93,5.712460374922188,Pass,6,0.2875396250778124
42,01/01/2021,20,12,4.271625375602051,Pass,6,1.728374624397949
43,01/01/2022,20,33,3.341669197074676,Pass,6,2.658330802925324
1,01/01/2025,20,115,0.6578300869644487,Fail,6,5.342169913035551
0,01/01/2021,20,198,4.956511992124591,Pass,6,1.0434880078754087
35,01/01/2020,20,159,5.641671198935239,Pass,6,0.3583288010647614
26,01/01/2023,20,53,2.931646660442097,Pass,6,3.068353339557903
48,01/01/2023,20,37,2.981146741723488,Pass,6,3.018853258276512
18,01/01/2023,20,87,2.825095477628495,Pass,6,3.174904522371505
39,01/01/2021,20,338,4.044502595339629,Pass,6,1.9554974046603717
44,01/01/2024,20,112,1.9424322494436108,Warn,6,4.057567750556389
32,01/01/2025,20,63,0.2589063905358957,Fail,6,5.741093609464104
11,01/01/2023,20,225,2.9089340867610023,Pass,6,3.0910659132389977
6,01/01/2023,20,61,2.6286474759727927,Pass,6,3.3713525240272078
15,01/01/2024,20,149,1.1040294057408575,Warn,6,4.895970594259143
44,01/01/2020,20,267,5.716557610685068,Pass,6,0.2834423893149322
16,01/01/2023,20,37,2.2360655406939234,Warn,6,3.7639344593060766
45,01/01/2024,20,64,1.1721967157873303,Warn,6,4.82780328421267
6,01/01/2021,20,308,4.070752132241807,Pass,6,1.9292478677581932
45,01/01/2025,20,129,0.0909741259789242,Fail,6,5.909025874021076
0,01/01/2021,20,284,4.690828252293055,Pass,6,1.309171747706945
26,01/01/2020,20,354,5.385787414645637,Pass,6,0.6142125853543634
20,01/01/2022,20,191,3.107710950754205,Pass,6,2.892289049245795
41,01/01/2020,20,36,5.028681838456409,Pass,6,0.9713181615435912
0,01/01/2023,20,176,2.588563589499514,Pass,6,3.411436410500486
3,01/01/2023,20,109,2.8429770671335337,Pass,6,3.1570229328664663
14,01/01/2022,20,257,3.3612435709101662,Pass,6,2.6387564290898338
11,01/01/2024,20,177,1.9759108801497467,Warn,6,4.024089119850253
8,01/01/2020,20,7,5.992127818413073,Pass,6,0.0078721815869267
5,01/01/2023,20,7,2.861750959206825,Pass,6,3.138249040793175
20,01/01/2025,20,180,0.2946624680267362,Fail,6,5.705337531973264
43,01/01/2023,20,107,2.2665163740930687,Warn,6,3.7334836259069313
16,01/01/2025,20,132,0.9406232046063874,Fail,6,5.059376795393613
16,01/01/2021,20,139,4.9449249095478525,Pass,6,1.0550750904521475
31,01/01/2023,20,29,2.4735204692081725,Warn,6,3.5264795307918275
49,01/01/2023,20,226,2.5469614112999848,Pass,6,3.4530385887000152
35,01/01/2022,20,206,3.9521078015619695,Pass,6,2.0478921984380296
40,01/01/2021,20,216,4.083149498420576,Pass,6,1.9168505015794244
43,01/01/2021,20,182,4.506327703133458,Pass,6,1.493672296866542
36,01/01/2025,20,104,0.5545926306533318,Fail,6,5.445407369346668
19,01/01/2022,20,210,3.740259315093976,Pass,6,2.259740684906024
49,01/01/2022,20,213,3.427648563449472,Pass,6,2.5723514365505284
35,01/01/2025,20,241,0.9815564417242396,Fail,6,5.01844355827576
32,01/01/2024,20,135,1.4395538942880108,Warn,6,4.560446105711989
5,01/01/2020,20,338,5.683501634754749,Pass,6,0.3164983652452511
25,01/01/2023,20,123,2.705322902744859,Pass,6,3.294677097255141
11,01/01/2023,20,237,2.245264587798734,Warn,6,3.754735412201266
39,01/01/2023,20,294,2.30423785842884,Warn,6,3.69576214157116
14,01/01/2020,20,310,5.790690197432738,Pass,6,0.2093098025672617
20,01/01/2024,20,355,1.624485710770088,Warn,6,4.375514289229912
8,01/01/2021,20,331,4.593014719927797,Pass,6,1.4069852800722034
25,01/01/2021,20,359,4.424196618233908,Pass,6,1.575803381766092
38,01/01/2021,20,0,4.262111536871005,Pass,6,1.7378884631289946
6,01/01/2025,20,113,0.1553900887774766,Fail,6,5.844609911222523
24,01/01/2021,20,302,4.35150052642862,Pass,6,1.6484994735713805
22,01/01/2020,20,315,5.839977444099793,Pass,6,0.1600225559002073
23,01/01/2023,20,352,2.236889890312133,Warn,6,3.763110109687867
43,01/01/2024,20,313,1.2991446100453397,Warn,6,4.70085538995466
24,01/01/2020,20,214,5.80766284310344,Pass,6,0.1923371568965599
36,01/01/2024,20,327,1.6397876977045218,Warn,6,4.360212302295478
0,01/01/2024,20,167,1.4851435816534542,Warn,6,4.514856418346546
41,01/01/2023,20,105,2.063822875119825,Warn,6,3.9361771248801753
34,01/01/2025,20,181,0.7208693455099109,Fail,6,5.279130654490089
40,01/01/2025,20,220,0.2640706073575929,Fail,6,5.735929392642407
48,01/01/2020,20,228,5.008839901687378,Pass,6,0.991160098312622
36,01/01/2021,20,78,4.785138811824865,Pass,6,1.214861188175135
42,01/01/2024,20,111,1.4369005722321404,Warn,6,4.56309942776786
10,01/01/2021,20,115,4.79017320188998,Pass,6,1.2098267981100204
38,01/01/2020,20,256,5.221719001095342,Pass,6,0.7782809989046582
24,01/01/2025,20,174,0.4306093445192172,Fail,6,5.569390655480783
39,01/01/2025,20,86,0.6611099165698642,Fail,6,5.338890083430136
0,01/01/2025,20,25,0.2093168026520722,Fail,6,5.790683197347928
9,01/01/2021,20,239,4.647299996566219,Pass,6,1.3527000034337808
29,01/01/2023,20,222,2.776507467406581,Pass,6,3.2234925325934185
36,01/01/2024,20,121,1.1459670403192304,Warn,6,4.85403295968077
5,01/01/2021,20,202,4.179050612566699,Pass,6,1.8209493874333007
35,01/01/2022,20,124,3.692241767205735,Pass,6,2.3077582327942654
11,01/01/2021,20,41,4.625848408654133,Pass,6,1.3741515913458668
35,01/01/2020,20,68,5.961146444401745,Pass,6,0.0388535555982549
5,01/01/2020,20,166,5.186288525925179,Pass,6,0.8137114740748208
33,01/01/2022,20,206,3.5151725000013,Pass,6,2.4848274999987003
23,01/01/2023,20,43,2.4584749628249964,Warn,6,3.541525037175004
42,01/01/2020,20,94,5.78853805443512,Pass,6,0.2114619455648796
48,01/01/2025,20,57,0.1250871003479643,Fail,6,5.874912899652036
49,01/01/2021,20,56,4.832451552426574,Pass,6,1.1675484475734264
33,01/01/2020,20,234,5.398427899128168,Pass,6,0.6015721008718318
20,01/01/2021,20,120,4.435502415527949,Pass,6,1.5644975844720506
44,01/01/2025,20,275,0.0822424108608146,Fail,6,5.917757589139185
45,01/01/2025,20,166,0.6228526731392998,Fail,6,5.3771473268607
36,01/01/2020,20,86,5.023748381941894,Pass,6,0.9762516180581056
39,01/01/2022,20,339,3.382378529686407,Pass,6,2.617621470313593
41,01/01/2024,20,18,1.3437200236577285,Warn,6,4.656279976342272
27,01/01/2021,20,310,4.177274366703491,Pass,6,1.8227256332965087
27,01/01/2020,20,30,5.339148907812282,Pass,6,0.660851092187718
22,01/01/2022,20,68,3.353554873236521,Pass,6,2.6464451267634788
43,01/01/2023,20,221,2.2910634183605403,Warn,6,3.70893658163946
26,01/01/2025,20,93,0.4335481348528445,Fail,6,5.566451865147156
8,01/01/2024,20,221,1.9898301758644448,Warn,6,4.010169824135555
47,01/01/2024,20,136,1.3042970203215551,Warn,6,4.695702979678445
47,01/01/2025,20,148,0.6799682191330421,Fail,6,5.320031780866958
37,01/01/2025,20,354,0.5934065285039658,Fail,6,5.406593471496034
12,01/01/2023,20,275,2.1430138770460125,Warn,6,3.856986122953988
49,01/01/2020,20,208,5.491883266258495,Pass,6,0.5081167337415051
19,01/01/2025,20,332,0.7804912528785337,Fail,6,5.219508747121466
18,01/01/2023,20,326,2.862923394061755,Pass,6,3.137076605938245
31,01/01/2020,20,184,5.983284435491436,Pass,6,0.0167155645085639
35,01/01/2023,20,268,2.888901570936187,Pass,6,3.111098429063813
16,01/01/2024,20,109,1.8447980748147532,Warn,6,4.155201925185247
26,01/01/2024,20,183,1.6386352207765214,Warn,6,4.361364779223479
43,01/01/2023,20,42,2.3338045931064446,Warn,6,3.6661954068935554
21,01/01/2021,20,278,4.217952769377218,Pass,6,1.7820472306227817
12,01/01/2022,20,318,3.961304617200769,Pass,6,2.038695382799231
41,01/01/2024,20,267,1.2315114624023016,Warn,6,4.768488537597698
28,01/01/2025,20,219,0.258041748160684,Fail,6,5.741958251839316
37,01/01/2021,20,289,4.868267317698674,Pass,6,1.131732682301326
5,01/01/2023,20,314,2.941625680371584,Pass,6,3.058374319628416
32,01/01/2021,20,217,4.065561013416291,Pass,6,1.934438986583709
23,01/01/2024,20,15,1.8029149628867824,Warn,6,4.197085037113218
42,01/01/2023,20,335,2.360483442781554,Warn,6,3.639516557218446
49,01/01/2022,20,169,3.875274881701718,Pass,6,2.124725118298282
10,01/01/2020,20,132,5.575480544779119,Pass,6,0.4245194552208815
40,01/01/2025,20,244,0.4156028534044083,Fail,6,5.584397146595592
15,01/01/2020,20,209,5.057700613140185,Pass,6,0.9422993868598146
34,01/01/2022,20,262,3.5664022618110325,Pass,6,2.4335977381889675
27,01/01/2025,20,156,0.2232556784457049,Fail,6,5.776744321554295
6,01/01/2025,20,262,0.0359982857510718,Fail,6,5.964001714248928
4,01/01/2020,20,284,5.710142834874839,Pass,6,0.2898571651251611
30,01/01/2025,20,329,0.3272913130877866,Fail,6,5.672708686912213
33,01/01/2024,20,43,1.212793346567664,Warn,6,4.787206653432336
23,01/01/2022,20,57,3.47745383761264,Pass,6,2.5225461623873606
30,01/01/2021,20,227,4.873483944135898,Pass,6,1.1265160558641023
0,01/01/2024,20,16,1.0384510404077831,Warn,6,4.961548959592217
43,01/01/2022,20,88,3.624210670193329,Pass,6,2.375789329806671
30,01/01/2021,20,32,4.687540461105419,Pass,6,1.312459538894581
46,01/01/2020,20,158,5.199456854616921,Pass,6,0.8005431453830791
33,01/01/2022,20,193,3.31794773335542,Pass,6,2.68205226664458
41,01/01/2021,20,262,4.449846208986385,Pass,6,1.5501537910136154
24,01/01/2023,20,28,2.549866122243799,Pass,6,3.450133877756201
10,01/01/2022,20,221,3.0592940795395007,Pass,6,2.9407059204604997
1,01/01/2020,20,41,5.315627377896307,Pass,6,0.6843726221036928
3,01/01/2025,20,333,0.4296690881777163,Fail,6,5.570330911822284
24,01/01/2024,20,291,1.3423294039281766,Warn,6,4.657670596071823
36,01/01/2023,20,317,2.553327548278589,Pass,6,3.446672451721411
13,01/01/2025,20,350,0.3576641752756142,Fail,6,5.642335824724386
23,01/01/2024,20,240,1.052598110728045,Warn,6,4.947401889271955
48,01/01/2024,20,220,1.963980736571349,Warn,6,4.036019263428651
7,01/01/2025,20,327,0.4198940463570055,Fail,6,5.580105953642994
15,01/01/2021,20,165,4.654169415658801,Pass,6,1.3458305843411988
26,01/01/2025,20,243,0.4995451714562033,Fail,6,5.500454828543797
19,01/01/2022,20,193,3.73671219589826,Pass,6,2.26328780410174
22,01/01/2025,20,10,0.2334539668761674,Fail,6,5.7665460331238325
27,01/01/2024,20,149,1.8021910511735275,Warn,6,4.197808948826473
27,01/01/2020,20,235,5.924741012032774,Pass,6,0.075258987967226
9,01/01/2024,20,331,1.3354317038090544,Warn,6,4.664568296190946
19,01/01/2025,20,59,0.601791333279472,Fail,6,5.398208666720528
0,01/01/2022,20,227,3.2743393677326926,Pass,6,2.725660632267308
20,01/01/2021,20,223,4.750831379232728,Pass,6,1.2491686207672723
5,01/01/2022,20,248,3.540340173134049,Pass,6,2.459659826865951
34,01/01/2025,20,106,0.8143359798605463,Fail,6,5.185664020139454
48,01/01/2021,20,235,4.833403387044202,Pass,6,1.1665966129557983
3,01/01/2022,20,34,3.3700476910082395,Pass,6,2.6299523089917605
26,01/01/2025,20,79,0.2780575910531881,Fail,6,5.721942408946812
47,01/01/2023,20,89,2.9924948520651755,Pass,6,3.0075051479348245
7,01/01/2020,20,251,5.213006013234008,Pass,6,0.7869939867659923
11,01/01/2025,20,51,0.721654972202578,Fail,6,5.278345027797422
48,01/01/2025,20,201,0.6131417444512577,Fail,6,5.386858255548742
30,01/01/2022,20,51,3.9683898528449335,Pass,6,2.0316101471550665
1,01/01/2021,20,249,4.525005172297833,Pass,6,1.474994827702167
25,01/01/2025,20,254,0.24997061589319,Fail,6,5.75002938410681
22,01/01/2022,20,190,3.5477797345242124,Pass,6,2.452220265475788
1,01/01/2024,20,209,1.83344839883848,Warn,6,4.16655160116152
36,01/01/2020,20,20,5.989290032796321,Pass,6,0.0107099672036792
43,01/01/2021,20,301,4.080022766134795,Pass,6,1.9199772338652048
49,01/01/2025,20,70,0.4087420014294878,Fail,6,5.591257998570512
19,01/01/2025,20,41,0.3722763833266409,Fail,6,5.627723616673359
7,01/01/2023,20,277,2.594472110141273,Pass,6,3.4055278898587265
25,01/01/2020,20,141,5.751912848863397,Pass,6,0.2480871511366027
19,01/01/2021,20,30,4.09118098551618,Pass,6,1.90881901448382
41,01/01/2022,20,22,3.0935259353721696,Pass,6,2.9064740646278304
9,01/01/2020,20,204,5.847048673783658,Pass,6,0.1529513262163417
8,01/01/2023,20,45,2.33443628515011,Warn,6,3.66556371484989
5,01/01/2022,20,4,3.7923689283018778,Pass,6,2.2076310716981222
3,01/01/2021,20,125,4.980465618126407,Pass,6,1.0195343818735934
21,01/01/2022,20,295,3.2509217332407143,Pass,6,2.7490782667592857
46,01/01/2021,20,4,4.217434580826781,Pass,6,1.7825654191732188
43,01/01/2025,20,74,0.8418141646816437,Fail,6,5.158185835318356
0,01/01/2024,20,291,1.4931977340570717,Warn,6,4.5068022659429285
47,01/01/2024,20,228,1.9311181686891352,Warn,6,4.068881831310865
2,01/01/2024,20,157,1.789766833028381,Warn,6,4.210233166971619
48,01/01/2024,20,252,1.4372225716256883,Warn,6,4.562777428374312
28,01/01/2024,20,148,1.813861250391548,Warn,6,4.186138749608452
15,01/01/2023,20,252,2.1858098507465598,Warn,6,3.8141901492534407
16,01/01/2022,20,227,3.891277860609658,Pass,6,2.108722139390342
31,01/01/2025,20,164,0.6374948344580735,Fail,6,5.362505165541927
15,01/01/2024,20,126,1.7413087252034307,Warn,6,4.258691274796569
